Tab Names,,"Snapshot 1 | Sheet: KCP-109-C | Wednesday, February 11, 2026  11:08:24 PM",,,,,,,,,,,,,,,,,,,,,
KCP-109-C,,Oxide,Concentration,,,Iteration,Synthetic SiO2 Value,Synthetic TiO2 Value,Synthetic Al2O3 Value,Synthetic FeO Value,Synthetic MnO Value,Synthetic MgO Value,Synthetic CaO Value,Synthetic Na2O Value,Synthetic K2O Value,Synthetic P2O5 Value,,,,,,,
,,,,,,104,75.76458598,0.079743736,12.85700891,0.525858648,0.007183616,0.046459006,1.035076613,2.755724025,5.578682216,0.033065133,,,,,,,
,,,,,,105,76.39454632,0.08511573,12.99663204,0.6042576,0.005692863,0.078764503,1.075215399,2.850563864,5.575969291,0.035473754,,,,,,,
,,,,,,106,76.70487883,0.075658562,12.60999547,0.456551353,0.004846681,0.087460816,0.994157346,2.694296091,5.657722525,0.039732252,,,,,,,
,,,,,,107,76.40784746,0.100195362,12.94565671,0.545275037,0.006937155,0.077132215,1.108707449,2.883511416,5.586347469,0.04358781,,,,,,,
,,,,,,108,75.65918598,0.085161039,12.93153076,0.462608481,0.00653812,0.058140594,0.978038074,2.974995398,5.697457261,0.042690283,,,,,,,
,,,,,,109,76.98080151,0.063321755,12.7574742,0.528166932,0.007044658,0.063294936,1.001674807,2.991723582,5.646441825,0.033014041,,,,,,,
,,,,,,110,76.32473732,0.070796306,12.8780555,0.516743992,0.000824636,0.04959779,0.997026056,2.837217821,5.581583621,0.030612239,,,,,,,
,,,,,,111,76.22274827,0.079080616,12.91649765,0.56809344,0.005816645,0.076617216,0.974984602,2.753822929,5.68879094,0.047670426,,,,,,,
,,,,,,112,76.75484779,0.093695057,12.67847116,0.47606349,0.003494706,0.052013921,1.085268557,2.719460566,5.612723825,0.037207096,,,,,,,
,,,,,,113,76.24144675,0.082233905,12.79619997,0.531600933,0.006209671,0.084842797,1.142101212,2.786036291,5.562257062,0.03248994,,,,,,,
,,,,,,114,76.12966689,0.098960272,12.74243517,0.509417221,0.005530056,0.085575753,1.062426828,2.832098898,5.60054394,0.032704102,,,,,,,
,,,,,,115,76.36329125,0.061442247,12.75260894,0.457929671,0.004263834,0.043346734,1.029579798,2.815628208,5.697735165,0.046640762,,,,,,,
,,,,,,116,76.74781087,0.089038342,12.87781897,0.543604358,0.005728811,0.050929197,1.070598514,2.775404016,5.593956493,0.037747112,,,,,,,
,,,,,,117,76.37332168,0.086267119,12.80443031,0.500646698,0.001062129,0.077682866,1.110467935,2.804142885,5.627882756,0.039917781,,,,,,,
,,,,,,118,76.71693736,0.061782338,13.12707114,0.530997316,0.007238025,0.094113304,0.990614574,2.887844979,5.66420492,0.023263012,,,,,,,
,,,,,,119,76.14881545,0.080261267,12.73922834,0.514318578,0.004433142,0.060946438,0.991550844,2.876099533,5.709103249,0.019985096,,,,,,,
,,,,,,120,76.48501905,0.089310126,12.88443475,0.463440909,0.007805494,0.083497064,0.991484305,2.806268868,5.596301548,0.03916319,,,,,,,
,,,,,,121,76.87730423,0.094257036,12.88116843,0.60972749,0.004545808,0.069981901,1.023593515,2.968421035,5.655622252,0.02804616,,,,,,,
,,,,,,122,75.88334425,0.075680215,12.93095046,0.576272777,0.008204612,0.050615467,1.06344994,2.72480491,5.611966563,0.023794571,,,,,,,
,,,,,,123,76.91834025,0.071247302,12.78144151,0.508842133,0.01043667,0.059165219,1.073081528,2.887594834,5.623322611,0.018550107,,,,,,,
,,,,,,124,76.21060281,0.09336884,12.90389255,0.521780738,0.003608785,0.074727211,1.013658644,2.693293275,5.543780003,0.028022574,,,,,,,
,,,,,,125,76.77035433,0.082416831,12.88705084,0.464096847,0.00432981,0.039698499,1.057608616,2.950495653,5.59967982,0.026773703,,,,,,,
,,,,,,126,76.9074463,0.083341098,12.82704178,0.448762867,0.006715115,0.076378079,1.008318066,2.921423422,5.543311639,0.035650659,,,,,,,
,,,,,,127,76.388674,0.072812801,12.60941407,0.486796892,0.004285329,0.020092988,1.013460203,2.961534282,5.628386374,0.029625028,,,,,,,
,,,,,,128,76.40607398,0.08520191,12.72559157,0.430507706,0.007360379,0.030338419,1.019926052,2.922756168,5.748882964,0.030931685,,,,,,,
,,,,,,129,76.05025851,0.066274931,12.89688431,0.489172909,0.004387508,0.070969702,1.001966183,2.792305433,5.569673361,0.033461398,,,,,,,
,,,,,,130,76.51344009,0.090839451,12.84680313,0.582357429,0.005569579,0.087790434,0.881601441,2.779591787,5.555194547,0.0418386,,,,,,,
,,,,,,131,76.61216625,0.060115408,12.72781356,0.589667022,0.004998692,0.053482334,0.969022546,2.674788181,5.672099884,0.043845338,,,,,,,
,,,,,,132,76.83176002,0.092300697,12.69934136,0.542299245,0.004384736,0.039139416,1.009228509,2.725111378,5.475523956,0.041308681,,,,,,,
,,,,,,133,76.66965515,0.081560342,13.12426584,0.498509282,0.005907773,0.026051261,1.042916211,2.815326212,5.681188758,0.033122515,,,,,,,
,,,,,,134,76.35716086,0.063916768,12.86094107,0.504578898,0.005142407,0.056892098,1.005264706,2.82258905,5.650977797,0.039466685,,,,,,,
,,,,,,135,75.96819252,0.07134002,12.84636233,0.558025629,0.004290585,0.0916021,1.032994902,2.677346027,5.598484918,0.030482652,,,,,,,
,,,,,,136,77.02560759,0.073631805,12.82153539,0.522519785,0.006785375,0.089192835,0.995687131,2.766093795,5.565876412,0.03763427,,,,,,,
,,,,,,137,76.33608927,0.092431735,12.58886315,0.578622532,0.004953218,0.049015238,0.954848676,2.868644434,5.561384654,0.042935313,,,,,,,
,,,,,,138,76.73507101,0.091696998,13.13111473,0.556948382,0.004759423,0.055838459,0.942799507,2.928971786,5.630903604,0.043257356,,,,,,,
,,,,,,139,76.43435289,0.078141192,12.90322165,0.523266562,0.009155808,0.088066989,1.002899696,3.009626152,5.541380261,0.030418117,,,,,,,
,,,,,,140,75.95306087,0.083441062,12.63120764,0.567030208,0.006052435,0.055801829,1.005335858,2.999051803,5.64982523,0.041563297,,,,,,,
,,,,,,141,75.96288361,0.072189497,12.63798097,0.538262199,0.007481557,0.063683543,0.994336649,2.790843494,5.560603491,0.033864053,,,,,,,
,,,,,,142,76.46371107,0.076791439,12.57248254,0.416874332,0.004016645,0.040569701,1.045616883,2.907521822,5.537990454,0.036762191,,,,,,,
,,,,,,143,75.8693795,0.073350814,12.81519004,0.497983801,0.005821321,0.055004418,1.041335795,2.90896332,5.590109953,0.039943267,,,,,,,
,,,,,,144,76.06077071,0.071836941,12.81184808,0.461892408,0.004776061,0.066015887,1.003382015,2.759641624,5.615190584,0.043913592,,,,,,,
,,,,,,145,76.73563099,0.088412548,12.71050031,0.609935489,0.006015207,0.058846836,0.9526858,2.750280806,5.685447656,0.035329734,,,,,,,
,,,,,,146,76.17448035,0.081761568,12.6629709,0.565878965,0.005739206,0.077815908,1.068021691,2.882994018,5.627641467,0.047190176,,,,,,,
,,,,,,147,76.47460695,0.087403506,12.89437166,0.496006375,0.004257509,0.042432526,0.992646589,2.8588328,5.644431024,0.028337741,,,,,,,
,,,,,,148,76.84946254,0.087773601,12.85661578,0.514527294,0.004884011,0.059184243,1.042097714,2.872911731,5.615939146,0.027245448,,,,,,,
,,,,,,149,76.28588355,0.084323682,12.86636696,0.537900849,0.005255345,0.081428092,1.108155839,2.975663837,5.580038575,0.042952263,,,,,,,
,,,,,,150,76.34616981,0.073067925,13.13893237,0.496771789,0.004747954,0.05439106,1.031567915,2.789094339,5.668812571,0.035146079,,,,,,,
,,,,,,151,76.7582651,0.075315595,12.77311114,0.534252586,0.005002131,0.05018741,0.927334634,2.838367227,5.675818769,0.041623992,,,,,,,
,,,,,,152,75.53013062,0.095400506,12.65891007,0.536849421,0.001509444,0.077015077,1.013730582,2.861339283,5.712687313,0.04294508,,,,,,,
,,,,,,153,75.99370438,0.077055393,13.09783905,0.467258794,0.005588188,0.006129818,0.975791021,2.856475893,5.563823588,0.025679401,,,,,,,
,,,,,,154,76.54032412,0.088327045,12.85210674,0.502411589,0.003380268,0.055412807,1.005248185,2.82936979,5.655426574,0.024404083,,,,,,,
,,,,,,155,75.7644434,0.08137239,12.73232779,0.446486705,0.006620771,0.024241273,0.911254913,2.934365717,5.573042161,0.031441824,,,,,,,
,,,,,,156,76.23845717,0.095753747,12.91968664,0.476094219,0.00774977,0.053996803,1.071448464,2.948748148,5.67294568,0.039380592,,,,,,,
,,,,,,157,76.49630685,0.053818494,12.78767903,0.542413721,0.009301002,0.041690632,1.012979219,2.935624724,5.560632734,0.033742947,,,,,,,
,,,,,,158,75.74534065,0.070169261,12.70320338,0.558734672,0.004798238,0.062247402,1.030825154,2.749828169,5.623767566,0.036094615,,,,,,,
,,,,,,159,76.28332919,0.075673735,12.88942489,0.46906031,0.0051409,0.06583385,0.950800977,2.867998285,5.566406275,0.038273787,,,,,,,
,,,,,,160,76.27503467,0.073844967,13.16017495,0.533435666,0.006319774,0.033311918,0.995266743,2.729112653,5.691603444,0.046457601,,,,,,,
,,,,,,161,75.93637455,0.092141226,12.63554951,0.48636163,0.005796605,0.080124428,0.979270602,2.830209273,5.59368444,0.042981853,,,,,,,
,,,,,,162,76.21109724,0.085418366,12.69888758,0.461202989,0.007302987,0.055373964,0.946653519,2.844087784,5.661412291,0.043097076,,,,,,,
,,,,,,163,76.28497388,0.083744136,12.73876553,0.505516404,0.00504677,0.06993614,1.086291291,2.908859631,5.538172743,0.041496253,,,,,,,
,,,,,,164,76.06995644,0.082763566,12.65578169,0.505295588,0.000789103,0.065361637,0.983730298,2.950201718,5.687326397,0.031627872,,,,,,,
,,,,,,165,75.90670514,0.078725879,12.7963178,0.495193282,0.004378658,0.042758557,1.04442435,2.864046577,5.59972121,0.02425304,,,,,,,
,,,,,,166,76.61715601,0.074535681,13.22359169,0.516924121,0.006552986,0.070176762,0.974273249,2.836416133,5.572020541,0.036393775,,,,,,,
,,,,,,167,76.45268045,0.083978247,13.03212215,0.454327119,0.005512993,0.096732947,0.968077439,2.729525838,5.666218234,0.046666193,,,,,,,
,,,,,,168,76.45329736,0.064669891,12.85831445,0.521577539,0.005535956,0.066223453,0.980931414,2.846308817,5.542358457,0.037016959,,,,,,,
,,,,,,169,76.590269,0.087622414,12.94179472,0.581966274,0.004349549,0.076971983,1.067205996,2.932020737,5.457183219,0.032973476,,,,,,,
,,,,,,170,76.55590962,0.079488774,12.55705127,0.493803945,0.005743206,0.097503517,0.943190711,2.933648476,5.685215855,0.045855113,,,,,,,
,,,,,,171,76.37635297,0.0695505,12.83084878,0.557665659,0.006476623,0.07267577,1.038238647,2.76749483,5.572829402,0.029307091,,,,,,,
,,,,,,172,76.22255011,0.085009522,13.06677028,0.529754862,0.005123306,0.084164829,1.03973269,3.011351069,5.589426188,0.031233306,,,,,,,
,,,,,,173,76.73963205,0.075799683,13.13406748,0.534592928,0.005881637,0.051128049,0.943325804,3.091646228,5.587240363,0.025770439,,,,,,,
,,,,,,174,76.29848938,0.089149843,13.04026894,0.403517749,0.005406995,0.078726166,1.004649031,2.775269019,5.588107407,0.029256134,,,,,,,
,,,,,,175,77.00806686,0.073751771,12.90057524,0.507981475,0.005718912,0.055859574,0.9970521,2.857849783,5.582819129,0.020428504,,,,,,,
,,,,,,176,76.63987314,0.064394258,12.91057952,0.463978034,0.002086505,0.056543677,1.008474807,2.852614898,5.604747241,0.03119577,,,,,,,
,,,,,,177,76.88475078,0.079233102,12.86514067,0.573248699,0.003406969,0.064221674,0.944961669,2.871059408,5.56344052,0.032017643,,,,,,,
,,,,,,178,77.15074347,0.081112183,12.83781841,0.514452418,0.008177611,0.012125327,1.010539536,2.925450799,5.682676941,0.040232003,,,,,,,
,,,,,,179,76.19374149,0.098930585,12.95715058,0.458636609,0.006212674,0.078029259,1.011438683,2.974591073,5.644322876,0.039257839,,,,,,,
,,,,,,180,76.20901497,0.063706077,13.009366,0.525346192,0.005312163,0.067228642,1.03531609,2.612375548,5.557192298,0.028483066,,,,,,,
,,,,,,181,76.38171865,0.054069022,12.98378934,0.528761433,0.007610182,0.062146849,0.978887758,2.78918275,5.601593906,0.028353982,,,,,,,
,,,,,,182,76.11771782,0.067921519,12.83751289,0.446808767,0.00543155,0.082003441,0.95930343,3.00528731,5.652242924,0.032937012,,,,,,,
,,,,,,183,75.88579219,0.077812197,12.92425917,0.509735807,0.005800912,0.049465616,1.032685143,2.837576367,5.650740346,0.030374663,,,,,,,
,,,,,,184,76.42062279,0.081628931,12.83458699,0.504447004,0.003890581,0.108552795,0.923394443,2.979584157,5.608322358,0.035105184,,,,,,,
,,,,,,185,76.24546914,0.075739482,12.84423168,0.444071026,0.00511672,0.05676566,1.051629121,2.780827083,5.73668864,0.036645991,,,,,,,
,,,,,,186,76.37259275,0.057782783,12.62598578,0.452130095,0.005477576,0.060972835,1.052504103,2.793394877,5.497719897,0.029501233,,,,,,,
,,,,,,187,76.93421313,0.079174845,12.81117277,0.536412523,0.004944465,0.082888477,1.011008685,2.866972391,5.688235325,0.033348164,,,,,,,
,,,,,,188,76.7940769,0.093345471,12.98680556,0.476745405,0.002266038,0.04384,1.039410242,2.754859402,5.657580842,0.042042455,,,,,,,
,,,,,,189,76.14154295,0.074655023,12.70462306,0.533723939,0.007853921,0.049776121,0.993444998,2.801309188,5.547543204,0.034281774,,,,,,,
,,,,,,190,76.49115784,0.081544962,13.09775117,0.403352977,0.00400189,0.07659243,1.063390857,2.765691329,5.646957368,0.029595704,,,,,,,
,,,,,,191,75.88594547,0.069338824,12.88435892,0.474336867,0.005181552,0.061112704,0.948973916,2.933184314,5.617667777,0.033186958,,,,,,,
,,,,,,192,76.16479404,0.074876435,12.85768104,0.451076251,0.004636634,0.037917559,0.935322594,2.746254109,5.63349283,0.037543469,,,,,,,
,,,,,,193,76.02258711,0.058331749,12.84804964,0.502838722,0.003590886,0.069876779,1.033143015,2.723319922,5.723222338,0.018718395,,,,,,,
,,,,,,194,75.64160372,0.101921718,12.83005668,0.444440769,0.007828297,0.065890138,1.121261514,2.872101968,5.615810403,0.027199172,,,,,,,
,,,,,,195,76.49726997,0.072707395,12.87743654,0.473622139,0.00556246,0.082824022,0.982678815,2.910891788,5.593445335,0.044677711,,,,,,,
,,,,,,196,76.36680867,0.083287939,12.82586811,0.618982822,0.005972179,0.053601471,0.983170907,2.892636966,5.643922435,0.049606505,,,,,,,
,,,,,,197,76.78078978,0.083115862,12.65347138,0.541705514,0.006603713,0.053475317,1.016240737,2.863372521,5.5843059,0.038458764,,,,,,,
,,,,,,198,76.06425719,0.090835729,12.68163845,0.569047025,0.006798121,0.047357118,1.071191629,2.610592908,5.602960464,0.028499063,,,,,,,
,,,,,,199,76.08149813,0.05625803,13.03690841,0.501317318,0.00456085,0.10348468,1.0568918,2.952109542,5.596297407,0.040677819,,,,,,,
,,,,,,200,76.22718107,0.090409809,13.11813226,0.501054821,0.00627641,0.046198873,0.965307345,2.771965323,5.574068018,0.036785706,,,,,,,
,,,,,MEAN,,76.3966593,0.079077412,12.85457817,0.510658867,0.005609501,0.060609836,1.01500709,2.843027237,5.625031534,0.03500574,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,,,,STDEV.S(),,0.365245127,0.011237395,0.150248736,0.044818644,0.001663742,0.019182301,0.048035473,0.096950313,0.062124975,0.007189432,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,,,,ST. ERROR,,0.001826226,5.6187E-05,0.000751244,0.000224093,8.31871E-06,9.59115E-05,0.000240177,0.000484752,0.000310625,3.59472E-05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,.,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,"Snapshot 1 | Sheet: KHD-105-B | Wednesday, February 11, 2026  11:08:24 PM",,,,,,,,,,,,,,,,,,,,,
,,Oxide,Concentration,HAL 2-sigma uncertainty,,Iteration,Synthetic SiO2 Value,Synthetic TiO2 Value,Synthetic Al2O3 Value,Synthetic FeO Value,Synthetic MnO Value,Synthetic MgO Value,Synthetic CaO Value,Synthetic Na2O Value,Synthetic K2O Value,Synthetic P2O5 Value,,,,,,,
,,SiO2,76.19285763,0.358378514,,1,76.24788691,0.085982998,12.59923364,0.529824763,0.005963566,0.031209292,0.94263597,2.937677487,5.580744209,0.014770458,,,,,,,
,,TiO2,0.075529955,0.010865998,,2,77.259792,0.061147489,13.00958805,0.566671213,0.005385198,0.055814238,1.02807654,2.969171815,5.636153074,0.000421331,,,,,,,
,,Al2O3,12.98027429,0.147503756,,3,75.44701999,0.069294415,12.9566418,0.603776184,0.005871699,0.054490643,0.971510044,3.036580618,5.649474113,0.006684011,,,,,,,
,,FeO*,0.585955576,0.046440628,,4,76.43482519,0.087208557,13.18112902,0.594231381,0.006178272,0.075908469,1.003734557,2.912400869,5.49928236,0.018678765,,,,,,,
,,MnO,0.006506444,0.001772225,,5,75.87420819,0.071956921,12.6678367,0.6206083,0.008937517,0.076834556,1.005000925,3.022161619,5.510417738,0.024420147,,,,,,,
,,MgO,0.07367603,0.020751358,,6,75.69574998,0.079040063,12.93085381,0.631103014,0.004937136,0.050414039,0.992396232,3.078300442,5.517445703,0.013198344,,,,,,,
,,CaO,0.995759497,0.044361351,,7,75.52466933,0.072840937,12.9198194,0.600137125,0.008509068,0.082077117,0.978179615,3.03330829,5.474094431,0.00967081,,,,,,,
,,Na2O,2.947978961,0.089566674,,8,76.49382136,0.072513994,13.01719536,0.547177096,0.004549001,0.064010325,0.947597083,2.929539873,5.530177697,0.002559751,,,,,,,
,,K2O,5.541054113,0.060571243,,9,75.90824986,0.087417785,12.75388725,0.589115765,0.007352756,0.089767662,1.030557696,2.933336946,5.528841016,0.010246604,,,,,,,
,,P2O5,0.01393725,0.005743627,,10,75.9267327,0.095246243,12.90530601,0.635743953,0.003925504,0.091257211,0.977108143,2.898612438,5.512063312,0.016829236,,,,,,,
,,,,,,11,75.66718893,0.087114112,13.00221416,0.68364003,0.010805095,0.097974087,1.003995247,2.925407938,5.474839796,0.00560538,,,,,,,
,,,,,,12,76.36729811,0.058788214,12.76683139,0.596849321,0.00659636,0.094749106,1.054085259,2.820381256,5.577383423,0.013988822,,,,,,,
,,,,,,13,76.6720946,0.070512008,12.93619985,0.517736529,0.007668213,0.08576333,0.991417149,3.028570664,5.481448426,0.014761571,,,,,,,
,,,,,,14,75.78255536,0.076945867,13.13571736,0.562145678,0.006577989,0.076946712,0.984191066,2.959051582,5.49757381,0.020825092,,,,,,,
,,,,,,15,76.09058445,0.089469622,12.95641846,0.597510563,0.006443121,0.084315985,0.98469846,2.957777175,5.489764243,0.014551935,,,,,,,
,,,,,,16,75.83187382,0.072729236,13.05713911,0.606688347,0.006522613,0.06635333,1.055184572,2.699740954,5.560142241,0.013191587,,,,,,,
,,,,,,17,76.43130319,0.094315264,12.80023423,0.625117074,0.010184653,0.073644444,1.033036686,2.883431397,5.554708463,0.016449345,,,,,,,
,,,,,,18,76.29283689,0.071527044,12.99247363,0.598034719,0.006197768,0.075712618,1.035080865,2.902237115,5.520114317,0.008555027,,,,,,,
,,,,,,19,74.85695125,0.089330054,13.12621584,0.61508541,0.005839066,0.085727849,1.066713437,2.942295602,5.596642308,0.011626771,,,,,,,
,,,,,,20,77.00519493,0.094536908,12.96229797,0.548387386,0.008831624,0.093478359,1.04604386,2.82968105,5.578315412,0.01262285,,,,,,,
,,,,,,21,76.64043845,0.101806237,12.9278604,0.638240915,0.007139204,0.09845895,0.979779985,2.792278245,5.513461202,0.000736372,,,,,,,
,,,,,,22,75.9340581,0.084066408,12.72129976,0.56497246,0.007883559,0.061680809,1.025365173,2.951996477,5.471006016,0.014316424,,,,,,,
,,,,,,23,75.8752112,0.092254313,12.774604,0.571256842,0.007205877,0.072082363,1.077312999,2.975910177,5.518183744,0.015843011,,,,,,,
,,,,,,24,76.18334751,0.073829032,12.98577889,0.563086258,0.007529595,0.064729783,1.019344827,2.903800289,5.584391539,0.014759019,,,,,,,
,,,,,,25,75.90119822,0.087055959,13.14176407,0.526021113,0.00793928,0.089056768,0.969637767,3.071538415,5.585299989,0.013539574,,,,,,,
,,,,,,26,76.43092393,0.070739821,13.16011319,0.494536439,0.007273157,0.083394894,1.087403088,3.003806707,5.543564061,0.010866588,,,,,,,
,,,,,,27,76.28477308,0.072591788,13.1472636,0.621807893,0.008540106,0.086029387,1.065779489,2.851538144,5.612866239,0.013039051,,,,,,,
,,,,,,28,76.24132557,0.069350511,13.15653536,0.562747851,0.006317156,0.057566272,0.976412792,2.94830362,5.609201916,0.015256164,,,,,,,
,,,,,,29,76.20998867,0.056935839,12.93216749,0.58303465,0.010189961,0.079439917,0.96962654,3.064004991,5.460967269,0.014772575,,,,,,,
,,,,,,30,76.13863275,0.056860129,12.90536626,0.638327147,0.005583445,0.093108618,1.04490502,2.877910851,5.618292582,0.021778982,,,,,,,
,,,,,,31,76.68470382,0.057982936,13.23409029,0.602252804,0.003506069,0.077695632,0.990849546,3.068211961,5.57919857,0.012617499,,,,,,,
,,,,,,32,75.96553408,0.062123447,12.80452103,0.579206914,0.005134492,0.044023252,1.019716093,2.985667913,5.514904228,0.027891402,,,,,,,
,,,,,,33,76.66326065,0.0982496,12.9905195,0.560470252,0.004031098,0.108316531,1.020547494,2.979144811,5.51152677,0.007026283,,,,,,,
,,,,,,34,76.53562851,0.062973088,12.83406511,0.589333842,0.00839364,0.030372255,0.974176898,2.973921135,5.637985848,0.012320478,,,,,,,
,,,,,,35,76.04137263,0.054543871,12.79773384,0.569918631,0.010233022,0.049380455,0.969495666,2.996927549,5.673332453,0.02366235,,,,,,,
,,,,,,36,76.09105473,0.06313383,13.05452427,0.647126943,0.008562772,0.08538631,1.040859451,3.059930595,5.545469929,0.026559489,,,,,,,
,,,,,,37,76.78288383,0.06430616,13.32148046,0.54249461,0.005380432,0.11206965,1.008287088,2.933044419,5.561386523,0.010213273,,,,,,,
,,,,,,38,76.28153776,0.084258878,13.06969772,0.60593204,0.007518942,0.125790119,1.044180692,2.960263189,5.509320482,0.0075919,,,,,,,
,,,,,,39,75.9796638,0.060885907,12.86626128,0.568209393,0.008852822,0.107071825,0.972677671,2.85270824,5.538286171,0.016453658,,,,,,,
,,,,,,40,76.40922443,0.07726881,13.16716848,0.608018228,0.008174163,0.081441388,1.039866331,2.808542899,5.676390097,0.014685306,,,,,,,
,,,,,,41,76.82587441,0.067069817,12.94140608,0.579050234,0.008328628,0.053554568,0.973609815,2.864991991,5.435837219,0.018083811,,,,,,,
,,,,,,42,76.85213794,0.063540231,13.02400943,0.586310334,0.007646751,0.097250056,0.960745763,3.040794939,5.498263377,0.00601557,,,,,,,
,,,,,,43,75.94556646,0.062420301,12.77556191,0.556917621,0.00564822,0.054138168,0.920999241,3.102174433,5.54957,0.014213856,,,,,,,
,,,,,,44,76.18035788,0.086987504,12.82042071,0.511050978,0.006927179,0.073666263,1.000844365,2.917339971,5.583383396,-0.0037149,,,,,,,
,,,,,,45,76.48176647,0.074940459,12.95923671,0.520377022,0.009648481,0.055227582,0.94811917,2.991188288,5.533563633,0.026266768,,,,,,,
,,,,,,46,75.24437136,0.072955139,12.89741051,0.573536489,0.005852117,0.072418905,0.991187935,3.130357445,5.486453476,0.022970409,,,,,,,
,,,,,,47,76.32576045,0.066008366,12.95383673,0.613988068,0.003732343,0.071612916,1.0161217,2.920891748,5.503479573,0.009700151,,,,,,,
,,,,,,48,76.24130555,0.071639092,12.95916574,0.640783213,0.007082805,0.087717961,1.031901685,2.967539281,5.630913222,0.007785233,,,,,,,
,,,,,,49,76.05947337,0.07949766,12.76004944,0.525658385,0.00931546,0.071442935,1.077010339,2.783868433,5.500813625,0.01981468,,,,,,,
,,,,,,50,76.04866224,0.071512778,13.00233162,0.589159133,0.007350399,0.098261749,1.005705775,3.28850475,5.587384563,0.016719475,,,,,,,
,,,,,,51,76.31645674,0.062508388,13.01581757,0.588355584,0.00600268,0.080328465,1.073932167,3.029021858,5.577653193,0.023392989,,,,,,,
,,,,,,52,75.66298095,0.075241995,13.10441491,0.54247051,0.00369605,0.111565023,0.972104977,2.936722448,5.45188991,0.017876002,,,,,,,
,,,,,,53,76.31469939,0.059624698,12.86155376,0.625913457,0.005807133,0.093329669,0.992722956,3.021743514,5.538725536,0.00585492,,,,,,,
,,,,,,54,76.25480363,0.072209454,13.02013602,0.611922956,0.005636188,0.084513911,0.987664754,3.07238697,5.560929803,0.015079453,,,,,,,
,,,,,,55,76.06523968,0.084533639,13.17116616,0.57638599,0.006214134,0.0911778,0.988232494,3.048965104,5.503555179,0.017869644,,,,,,,
,,,,,,56,76.24623848,0.075467754,13.03654562,0.603951797,0.005729929,0.065268152,1.003742332,3.060941887,5.590494405,0.016697851,,,,,,,
,,,,,,57,75.70838618,0.103850011,12.735029,0.591064913,0.007879967,0.07417095,1.022990309,2.95783999,5.567730344,0.012169051,,,,,,,
,,,,,,58,76.21742261,0.067438958,13.00456918,0.494097537,0.007865064,0.007010348,0.993561275,2.893512416,5.403295589,0.009890842,,,,,,,
,,,,,,59,76.35463405,0.075600495,13.25352959,0.540132473,0.00797867,0.073575511,0.950710916,2.813562153,5.619298711,0.015982237,,,,,,,
,,,,,,60,76.14564341,0.082851475,13.05135062,0.607247329,0.004918982,0.069118651,0.920841294,2.913722929,5.632838579,0.01516876,,,,,,,
,,,,,,61,76.64348326,0.072623497,12.90288743,0.511575298,0.008524007,0.061755912,1.0223458,2.947559912,5.40559482,0.019980694,,,,,,,
,,,,,,62,76.03859602,0.077582178,12.78605429,0.614610892,0.007393629,0.060994787,0.973074059,2.861033237,5.48788834,0.024594766,,,,,,,
,,,,,,63,75.98421158,0.062003429,13.19947938,0.583072946,0.007185962,0.059198621,0.973865643,2.905122395,5.528199942,0.017772812,,,,,,,
,,,,,,64,75.7748456,0.072781404,13.06293932,0.595477383,0.00434987,0.063160206,0.992508932,3.024081715,5.518712161,0.01344149,,,,,,,
,,,,,,65,76.05185604,0.083550184,13.03031807,0.624614136,0.004949301,0.067076835,0.976108361,2.984471237,5.5818075,0.009136773,,,,,,,
,,,,,,66,76.22725027,0.084087161,13.03770486,0.613707992,0.006932381,0.082372089,1.018391256,3.130655934,5.470438109,0.015430786,,,,,,,
,,,,,,67,76.20988051,0.086014055,13.1036379,0.602260173,0.00940472,0.060417026,0.990223971,3.146364321,5.493424032,0.017906342,,,,,,,
,,,,,,68,76.22662689,0.093153124,12.98572568,0.579029003,0.005900594,0.057821433,0.954432832,3.061059322,5.541168447,0.003603092,,,,,,,
,,,,,,69,76.11644959,0.07957652,13.13215735,0.560494911,0.005163098,0.028160872,1.014314667,2.715395736,5.559839741,0.019800472,,,,,,,
,,,,,,70,76.53682149,0.076783513,13.07883241,0.610760083,0.005042614,0.086910119,1.009066153,3.031148026,5.478448414,0.008144378,,,,,,,
,,,,,,71,75.6800342,0.10361404,13.17258395,0.597444271,0.004852054,0.092310091,0.991751225,2.949973582,5.61628607,0.020706692,,,,,,,
,,,,,,72,75.92198907,0.073286965,13.05141084,0.679953342,0.006634234,0.082893858,1.046142568,2.994723296,5.497824248,0.011588493,,,,,,,
,,,,,,73,76.46517838,0.077031782,12.90770753,0.582383432,0.005733662,0.076442609,0.935780119,3.13925736,5.636623435,0.014061013,,,,,,,
,,,,,,74,76.41115627,0.097746006,13.09684083,0.587823609,0.00866191,0.076134981,0.958694645,2.982218873,5.489873582,0.017526806,,,,,,,
